# Constructed from biom file
#OTU.ID	IA66.10.mos	IA66.1yr	IA66.20mo	IA66.d0	IA66.d125	IA66.d35	IA66.pre	KF35.10.mos	KF35.1yr	KF35.d0	KF35.d35	KF35.pre	KG04.10.mos	KG04.19mo	KG04.1yr	KG04.d0	KG04.d125	KG04.d35	KG04.pre	KG56.10.mos	KG56.1yr	KG56.d0	KG56.d125	KG56.d35	KG56.pre	KT85.10.mos	KT85.1yr	KT85.20mo	KT85.d0	KT85.d125	KT85.pre	KV82.10.mos	KV82.19mo	KV82.1yr	KV82.d0	KV82.d125	KV82.d35	KV82.pre	Consensus.Lineage
32033	120	92	17	45	50	52	123	42	53	32	20	88	91	85	86	33	53	32	85	68	120	47	50	57	115	113	48	68	46	31	90	59	74	111	39	23	26	107	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
32049	1	4	0	0	4	1	3	2	4	0	0	3	1	1	1	1	1	0	2	0	3	0	0	1	6	2	1	1	0	0	3	4	0	7	0	1	1	4	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__sp. PCC 7002
32051	28	34	4	19	21	11	38	8	18	7	4	15	39	38	27	9	15	12	19	8	20	22	14	18	20	23	13	31	10	21	15	16	23	34	11	17	13	29	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__sp. WH 7803
32052	7	1	2	5	4	5	11	5	1	1	2	9	12	11	11	4	9	10	2	5	6	1	4	3	4	3	4	3	7	0	5	4	5	5	1	2	5	9	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__sp. WH 8020
32054	6	9	0	6	3	4	27	17	5	8	3	40	32	27	26	28	29	27	5	13	6	26	8	16	25	6	30	15	13	14	15	15	14	16	5	3	2	16	k__Bacteria; p__Cyanobacteria; c__; o__Nostocales; f__Rivulariaceae; g__Calothrix; s__parietina
32064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__; g__; s__
32067	27	37	2	7	14	9	20	18	18	6	14	47	20	8	19	11	10	9	21	37	15	10	10	7	23	26	17	34	12	8	15	14	31	47	23	10	12	59	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__
32069	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Aquificae; c__Aquificae; o__Aquificales; f__; g__; s__
32207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__
33002	35	70	23	15	31	16	45	17	15	18	14	38	10	19	18	46	4	16	32	37	36	39	25	15	54	31	15	31	38	27	75	26	39	44	35	11	12	63	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__Desulfurella; s__acetivorans
33010	55	18	4	16	18	34	75	33	23	22	17	35	47	42	41	26	23	19	50	22	36	18	31	27	58	35	45	34	14	14	20	35	38	59	34	8	14	73	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__avidum
33011	54	34	7	15	30	13	19	7	17	10	3	22	28	12	21	14	15	5	34	10	15	9	14	6	28	33	11	28	21	20	18	16	14	17	24	11	8	38	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__granulosum
33014	9	1	0	4	6	3	10	6	4	1	2	11	5	5	7	9	2	2	8	5	1	2	7	6	14	12	7	8	4	2	14	6	2	8	5	3	0	10	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Clavibacter; s__insidiosus
33033	156	49	11	51	43	45	73	65	39	25	14	121	62	51	77	90	52	50	117	114	44	62	41	69	132	96	50	133	76	77	125	40	65	77	41	30	14	134	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas; s__micra
33034	82	42	7	30	18	36	56	30	51	23	12	69	55	45	46	27	43	37	57	60	48	23	36	33	67	53	33	98	50	47	58	71	71	62	48	26	22	99	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__prevotii
33045	6	2	1	3	0	3	7	5	2	12	4	3	1	6	4	2	5	2	9	4	5	5	1	4	13	3	4	13	0	0	1	0	2	9	7	5	7	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__grahamii
33047	0	5	1	1	3	5	0	1	1	3	0	3	3	20	3	4	1	2	5	4	11	4	0	5	7	5	2	5	3	0	8	2	3	3	5	5	3	7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__vinsonii
33050	79	15	7	25	23	19	62	26	20	14	9	43	28	24	26	9	32	19	30	25	37	17	18	25	57	43	32	28	14	24	33	35	22	46	35	13	10	54	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__macrogoltabida
33052	19	3	6	7	6	23	25	6	18	6	4	17	15	10	15	5	11	7	14	11	10	11	13	12	21	17	7	16	10	4	9	13	9	26	11	3	4	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__terrae
33055	6	0	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	2	0	1	2	6	1	0	0	6	3	0	0	0	1	0	1	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Thiobacillaceae; g__Candidatus Kinetoplastibacterium; s__
33056	18	10	11	7	3	6	4	8	4	16	8	24	9	5	3	5	8	8	11	11	8	6	4	8	20	14	8	8	7	0	7	1	16	5	7	11	5	5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Thiobacillaceae; g__Candidatus Kinetoplastibacterium; s__crithidii
33057	41	55	2	18	16	15	32	11	12	6	9	21	25	20	20	5	13	12	44	14	17	13	10	12	25	20	15	15	9	14	24	12	10	22	17	4	5	24	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Zoogloeaceae; g__Thauera; s__
33059	58	14	6	23	16	16	64	17	36	18	16	62	28	5	29	7	22	12	32	34	47	19	17	20	35	57	26	32	27	13	39	32	25	26	18	18	11	52	k__Bacteria; p__Proteobacteria; c__Acidithiobacillia; o__Acidithiobacillales; f__Acidithiobacillaceae; g__Acidithiobacillus; s__caldus
33069	35	46	4	6	23	16	24	16	28	16	23	24	32	20	24	8	6	11	22	36	38	18	20	15	10	22	54	23	21	9	19	17	35	32	13	8	38	34	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
33070	5	11	3	6	17	9	10	5	13	11	12	14	2	8	15	7	5	3	17	4	11	11	11	4	21	8	6	22	10	10	18	0	2	20	13	7	1	18	k__Bacteria; p__Cyanobacteria; c__; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__lividus
33071	14	10	2	10	21	25	26	4	9	2	0	9	9	11	20	45	7	9	37	9	6	32	20	13	25	11	15	18	22	19	54	9	14	15	44	1	2	26	k__Bacteria; p__Cyanobacteria; c__Gloeobacteria; o__Gloeobacterales; f__Gloeobacteraceae; g__Gloeobacter; s__
33072	50	39	11	26	39	16	74	61	32	16	21	29	62	25	64	20	33	13	45	24	33	25	25	26	56	43	26	34	18	30	33	41	24	47	24	16	23	49	k__Bacteria; p__Cyanobacteria; c__Gloeobacteria; o__Gloeobacterales; f__Gloeobacteraceae; g__Gloeobacter; s__violaceus
33075	84	45	15	60	34	33	148	26	53	14	21	47	58	58	95	20	44	21	78	35	81	26	42	34	71	102	49	43	35	36	43	79	24	89	45	12	16	88	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__capsulatum
33871	211	106	16	65	72	74	181	112	92	45	43	150	155	96	174	63	82	55	142	97	138	49	69	84	186	135	118	181	62	71	140	122	105	169	89	25	36	134	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Coriobacterium; s__glomerans
33877	0	0	0	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces; s__
33882	62	21	13	31	36	41	75	36	40	11	6	35	62	30	66	27	36	21	64	37	81	28	37	34	77	47	54	63	34	34	63	54	22	54	51	13	14	62	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__
33886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Rathayibacter; s__
33888	46	15	4	22	20	8	27	9	14	7	10	17	25	13	26	14	15	6	22	21	32	12	13	14	24	32	20	22	13	23	22	26	5	28	15	1	6	25	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Rathayibacter; s__tritici
33903	12	32	0	11	12	6	18	4	21	2	1	11	9	3	11	10	6	10	8	12	9	11	11	11	14	21	5	9	5	14	21	8	7	28	3	2	3	31	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__avermitilis
33905	94	34	11	30	42	39	96	41	72	18	21	90	55	51	71	40	32	32	59	47	49	41	52	49	103	65	45	73	24	39	60	45	60	74	51	35	22	70	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__thermophilum
33910	30	19	3	16	25	16	17	9	23	7	8	24	33	17	20	9	15	7	23	15	30	13	18	13	42	15	34	34	12	11	30	12	10	32	20	6	16	44	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Amycolatopsis; s__mediterranei
33925	36	2	2	1	3	6	6	7	5	3	0	15	8	8	7	9	1	4	22	25	5	14	10	4	12	9	15	28	10	4	34	3	1	2	4	3	6	5	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales; f__Entomoplasmataceae; g__; s__
33926	11	2	0	2	2	6	4	41	11	6	4	10	22	12	11	5	2	7	9	30	36	4	1	10	10	12	8	13	8	3	13	65	13	23	15	12	2	26	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Candidatus Phytoplasma; s__
33932	27	46	6	10	7	15	22	17	21	22	6	43	30	23	23	22	14	23	31	44	22	30	22	24	42	30	23	30	24	15	22	9	27	28	26	19	5	39	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cohnii
33934	16	21	3	15	19	4	17	16	28	9	1	17	9	16	28	12	15	17	30	10	22	19	5	15	31	15	23	36	19	13	20	10	22	21	15	6	17	27	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__flavithermus
33936	80	26	6	10	25	12	17	10	30	18	15	39	21	28	34	22	22	21	44	26	20	17	18	10	47	30	36	41	18	27	34	21	21	40	23	14	9	33	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Aeribacillus; s__pallidus
33938	3	42	1	1	7	7	10	7	6	0	2	7	2	6	4	8	7	1	16	2	4	0	2	4	5	3	3	4	3	3	0	2	2	4	1	3	3	4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__thermocatenulatus
33940	2	2	0	0	0	8	2	23	1	0	2	1	2	1	0	0	1	0	9	1	2	2	2	3	0	1	4	2	0	3	5	2	5	2	2	0	0	7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__thermodenitrificans
33941	4	0	1	1	13	0	4	3	5	2	1	4	3	9	17	0	4	5	1	1	5	4	3	7	8	0	3	2	5	2	3	12	4	7	5	5	1	14	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__thermoleovorans
33943	17	7	2	8	3	7	7	14	15	12	7	20	14	26	20	3	10	10	14	11	16	10	5	12	16	21	8	10	3	3	5	12	9	10	10	6	7	17	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Kyrpidia; s__tusciae
33951	49	19	15	8	46	28	32	2	36	9	6	55	34	13	37	11	33	14	35	54	36	27	31	23	43	35	21	59	18	27	29	32	24	63	29	5	5	20	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Acetobacterium; s__
33952	44	153	21	20	28	26	52	59	75	31	20	80	36	78	42	32	36	47	51	58	36	26	32	27	60	43	93	102	69	29	68	25	57	90	33	24	44	74	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Acetobacterium; s__woodii
33958	143	22	3	26	14	8	113	36	159	57	11	167	125	391	241	26	14	16	33	37	82	49	12	21	104	249	17	71	150	12	128	38	43	48	16	17	8	31	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
33959	151895	37	637	88	20	11	11882	187	1285	88	21	11394	418	4621	570	27	21	120	3691	282	138	55	597	20	49160	103962	336	16617	9160	75	9823	33	186	67	30	21	24	94	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__johnsonii
33964	27	11	2	16	1	1	11	10	6	23	2	18	10	22	9	8	5	4	8	16	11	37	19	3	27	22	11	12	9	2	4	5	21	9	5	5	6	20	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__citreum
33970	50	15	6	13	15	13	17	5	21	5	3	28	35	20	38	28	28	17	42	34	28	26	20	33	61	30	37	71	17	28	36	16	15	19	26	4	11	62	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Melissococcus; s__plutonius
33986	35	33	9	8	19	11	27	58	32	16	15	39	34	29	23	10	14	17	40	57	40	16	25	20	49	38	52	47	22	20	42	37	29	33	25	12	22	32	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Exiguobacterium; s__
33989	2	2	2	0	1	1	0	2	0	0	0	0	0	1	1	0	1	0	7	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	2	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__amblyommatis
33990	4	31	6	4	3	0	8	2	7	1	1	4	1	8	3	5	1	2	7	7	7	4	6	7	9	6	9	32	3	11	18	1	4	0	4	7	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__bellii
33991	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	1	1	2	0	2	1	2	3	1	0	3	0	0	0	0	1	0	0	0	0	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__montanensis
33992	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__rhipicephali
33993	1	7	0	12	6	2	3	0	0	11	0	3	0	0	3	1	3	5	9	2	3	6	6	4	13	4	3	2	3	2	18	2	3	3	15	6	2	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Neorickettsia; s__
33994	4	1	0	5	1	4	2	1	0	1	0	2	2	1	1	2	2	2	1	5	0	2	0	1	7	2	5	6	6	0	8	0	1	0	0	1	1	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Neorickettsia; s__helminthoeca
33995	7	23	3	5	8	5	10	7	8	11	4	9	18	7	16	7	6	4	5	11	16	6	16	10	12	9	9	5	9	7	9	10	11	10	18	5	4	20	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Komagataeibacter; s__europaeus
33996	75	44	6	12	24	22	37	23	26	16	14	49	34	29	42	10	24	15	52	17	24	13	15	21	49	58	39	33	6	28	26	29	31	37	26	10	4	52	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconacetobacter; s__diazotrophicus
34003	48	26	5	12	20	25	48	34	24	9	10	56	37	52	32	16	10	14	15	27	30	21	26	17	55	48	41	43	17	19	47	24	24	29	32	11	10	47	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__aminophilus
34004	67	42	8	30	34	33	74	59	34	18	25	40	69	41	69	19	32	24	41	31	64	35	30	27	64	46	38	36	28	27	55	42	64	36	33	17	48	52	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__aminovorans
34008	39	4	4	9	8	8	11	4	7	4	2	10	7	7	8	0	6	0	18	9	15	5	9	3	15	13	6	7	7	3	17	10	6	12	7	4	5	13	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodovulum; s__
34018	86	68	10	20	22	31	66	20	34	13	14	39	39	39	51	14	17	19	34	32	60	20	24	36	85	69	30	37	17	21	46	26	24	46	45	8	12	56	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Rhodospirillum; s__centenum
34019	0	6	1	10	5	3	1	1	1	1	0	1	0	1	0	0	3	3	15	2	1	1	12	2	10	2	1	2	2	3	11	0	3	0	11	3	2	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Liberibacter; s__
34020	5	0	0	7	0	1	22	11	5	8	2	13	6	3	0	6	5	1	12	16	4	5	3	11	8	27	11	8	7	9	11	3	14	4	4	3	5	19	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Liberibacter; s__Candidatus Liberibacter africanus
34021	5	6	3	12	6	9	7	0	2	0	0	18	12	3	1	4	3	5	11	3	1	9	2	4	1	1	6	3	5	2	6	2	2	0	6	0	1	6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Liberibacter; s__Candidatus Liberibacter asiaticus
34029	35	51	9	16	30	25	37	24	32	12	14	52	48	28	46	14	22	23	44	19	30	20	26	18	36	32	30	37	19	16	40	23	21	49	45	11	13	49	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Leptothrix; s__cholodnii
34037	13	46	4	5	7	8	29	16	8	11	4	22	29	24	14	9	7	11	7	11	20	6	16	8	12	23	11	13	10	8	18	14	13	14	9	3	7	14	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Rahnella; s__
34038	38	25	3	18	11	2	21	6	6	6	6	25	15	21	12	5	6	9	25	11	32	21	10	6	6	19	7	19	15	5	14	6	18	15	9	9	8	19	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Rahnella; s__aquatilis
34062	10	77	48	19	13	6	18	22	13	19	7	18	11	13	11	9	11	6	26	17	14	5	9	9	26	19	20	23	14	4	31	1	23	7	18	16	7	17	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__osloensis
34064	0	0	0	1	2	3	7	2	1	0	2	1	1	1	1	3	0	1	2	0	4	6	1	2	5	1	4	3	2	6	3	0	2	3	7	1	0	11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__; s__
34067	5	27	4	5	5	11	12	17	13	15	17	12	16	14	9	14	6	8	8	32	36	11	9	20	12	14	12	19	14	8	10	26	24	22	12	2	16	29	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Cycloclasticus; s__
34072	32	19	3	4	11	10	18	11	16	9	5	11	19	15	28	3	10	7	14	7	34	9	11	7	16	19	11	8	14	9	11	9	13	30	13	2	4	33	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__
34073	127	104	12	51	49	70	94	67	60	36	21	67	93	71	90	43	49	32	92	57	125	43	71	63	118	109	91	111	46	41	92	72	77	106	62	21	33	111	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__paradoxus
34085	114	156	24	70	19	83	73	115	73	60	79	118	85	88	53	39	45	34	92	71	105	70	33	30	98	118	89	71	55	20	73	44	182	82	45	63	80	91	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Riemerella; s__anatipestifer
34090	17	69	3	5	8	17	52	30	11	17	24	27	32	33	26	15	12	13	14	18	48	8	20	10	28	33	32	31	33	10	37	20	36	25	10	14	18	35	k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Pelodictyon; s__phaeoclathratiforme
34098	17	18	5	9	14	21	44	31	22	11	0	28	29	18	20	29	16	13	20	14	27	22	15	24	26	17	13	38	7	9	37	15	19	19	25	2	10	19	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Blattabacteriaceae; g__Blattabacterium; s__
34105	69	12	13	20	12	20	31	28	26	19	10	41	39	23	21	44	19	36	55	72	15	40	22	34	63	22	23	100	33	35	89	39	38	54	23	8	11	72	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus; s__moniliformis
35241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__Bronvirus; s__Lactococcus phage Tuc2009
35246	1	3	0	3	0	0	2	2	2	1	2	4	3	2	2	0	1	1	0	7	0	1	1	5	0	7	13	8	0	0	12	0	0	3	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Herpesviridae; g__Varicellovirus; s__Cercopithecine alphaherpesvirus 9
35345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__; s__Lactococcus phage TP901-1
35554	83	76	5	26	56	46	65	31	41	15	25	75	46	29	61	22	25	12	66	29	44	28	36	22	49	61	35	80	27	46	57	31	30	61	50	14	14	75	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__sulfurreducens
35623	182	50	20	61	45	50	86	57	54	28	12	63	80	47	65	65	55	49	175	86	95	59	45	84	137	117	66	158	62	98	123	71	36	62	72	20	16	99	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma; s__oculi
35701	526	386	48	210	187	217	474	207	213	119	83	190	327	214	302	164	179	140	371	210	362	179	186	187	417	450	300	340	172	159	333	257	157	341	235	75	67	378	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Heliobacteriaceae; g__Heliobacterium; s__modesticaldum
35703	24	5	5	13	8	6	9	6	7	8	1	9	3	19	5	4	1	2	12	7	10	5	3	1	12	23	11	8	7	5	7	7	9	10	5	4	0	13	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__amalonaticus
35746	6	3	0	1	3	5	12	2	9	7	2	19	4	1	10	2	6	2	8	3	14	3	5	9	3	7	5	4	1	11	9	7	4	2	3	0	0	4	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Haloferacales; f__Haloferacaceae; g__Haloferax; s__gibbonsii
35755	19	3	3	8	30	24	18	16	18	5	2	7	10	18	25	11	10	10	21	10	15	9	6	3	12	24	12	31	12	16	19	8	23	10	11	2	7	20	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__kutscheri
35757	22	14	5	10	2	14	21	17	16	23	26	47	51	51	51	34	27	42	12	46	35	37	16	24	62	28	37	18	31	6	30	18	49	37	14	15	16	31	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__cystitidis
35760	171	67	18	65	65	60	113	84	68	33	34	66	160	59	133	39	70	36	93	47	90	53	67	50	124	93	63	84	51	69	108	97	68	126	82	14	24	145	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__choerinum
35786	11	4	3	4	6	10	44	31	18	9	7	26	53	23	42	5	31	14	5	6	34	15	8	12	15	20	21	27	6	5	11	33	16	26	10	9	17	14	k__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales; f__Coprothermobacteraceae; g__Coprothermobacter; s__proteolyticus
35788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__africae
35789	4	2	4	1	2	0	2	3	1	4	5	2	2	1	5	4	3	1	0	0	1	8	5	3	0	6	0	3	0	0	1	9	0	2	2	2	1	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__helvetica
35790	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__japonica
